"T","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
316.74,1.3035,-0.020268,0,0.084105,2.04,0.13333,0.1
316.7,1.3052,-0.020019,0,0.080344,2.06,0.13333,0.1
316.66,1.3069,-0.019775,0,0.076599,2.08,0.13333,0.1
316.62,1.3086,-0.019535,0,0.072868,2.1,0.13333,0.1
316.58,1.3102,-0.019297,0,0.069151,2.12,0.13333,0.1
316.54,1.3118,-0.019063,0,0.06545,2.14,0.13333,0.1
316.49,1.3134,-0.01883,0,0.061763,2.16,0.13333,0.1
316.46,1.315,-0.018598,0,0.05809,2.18,0.13333,0.1
316.42,1.3165,-0.018366,0,0.054432,2.2,0.13333,0.1
316.38,1.318,-0.018135,0,0.050789,2.22,0.13333,0.1
316.34,1.3195,-0.017902,0,0.047161,2.24,0.13333,0.1
316.3,1.321,-0.017667,0,0.043547,2.26,0.13333,0.1
316.26,1.3224,-0.017428,0,0.039949,2.28,0.13333,0.1
316.23,1.3239,-0.017184,0,0.036366,2.3,0.13333,0.1
316.19,1.3253,-0.016933,0,0.032799,2.32,0.13333,0.1
316.15,1.3267,-0.016674,0,0.029247,2.34,0.13333,0.1
316.12,1.328,-0.016403,0,0.025714,2.36,0.13333,0.1
316.08,1.3294,-0.016119,0,0.022194,2.38,0.13333,0.1
316.05,1.3307,-0.015816,0,0.018705,2.4,0.13333,0.1
316.01,1.332,-0.015495,0,0.015203,2.42,0.13333,0.1
315.98,1.3332,-0.015143,0,0.011809,2.44,0.13333,0.1
315.94,1.3344,-0.014781,0,0.0082147,2.46,0.13333,0.1
315.91,1.3358,-0.014351,0,0.0052966,2.48,0.13333,0.1
317.15,1.139,0.085878,0,0.35979,0.12,0.15,0.1
317.17,1.0865,0.070849,0,0.38944,0.14,0.15,0.1
317.21,1.0419,0.055903,0,0.41181,0.16,0.15,0.1
317.28,1.0045,0.041647,0,0.42806,0.18,0.15,0.1
317.38,0.97381,0.028412,0,0.43942,0.2,0.15,0.1
317.49,0.9491,0.016347,0,0.44697,0.22,0.15,0.1
317.62,0.92972,0.0054974,0,0.45164,0.24,0.15,0.1
317.76,0.91502,-0.0041745,0,0.45413,0.26,0.15,0.1
317.92,0.90442,-0.012767,0,0.45492,0.28,0.15,0.1
318.1,0.89742,-0.020391,0,0.4544,0.3,0.15,0.1
318.29,0.89359,-0.02715,0,0.45292,0.32,0.15,0.1
318.49,0.89251,-0.033133,0,0.45076,0.34,0.15,0.1
318.69,0.89377,-0.03842,0,0.44809,0.36,0.15,0.1
318.88,0.89704,-0.043081,0,0.44506,0.38,0.15,0.1
319.07,0.90197,-0.047175,0,0.44174,0.4,0.15,0.1
319.24,0.90829,-0.050757,0,0.4382,0.42,0.15,0.1
319.41,0.91573,-0.053873,0,0.43449,0.44,0.15,0.1
319.55,0.92407,-0.056566,0,0.43063,0.46,0.15,0.1
319.68,0.93312,-0.058872,0,0.42665,0.48,0.15,0.1
319.8,0.9427,-0.060826,0,0.42257,0.5,0.15,0.1
319.9,0.95267,-0.062459,0,0.41839,0.52,0.15,0.1
319.98,0.96291,-0.063798,0,0.41413,0.54,0.15,0.1
320.04,0.97331,-0.06487,0,0.40979,0.56,0.15,0.1
320.09,0.98378,-0.065697,0,0.40538,0.58,0.15,0.1
320.12,0.99426,-0.066301,0,0.40091,0.6,0.15,0.1
320.14,1.0047,-0.066703,0,0.39639,0.62,0.15,0.1
320.15,1.015,-0.066922,0,0.39181,0.64,0.15,0.1
320.14,1.0251,-0.066975,0,0.38718,0.66,0.15,0.1
320.12,1.0351,-0.066877,0,0.38252,0.68,0.15,0.1
320.1,1.0449,-0.066645,0,0.37781,0.7,0.15,0.1
320.06,1.0544,-0.066291,0,0.37307,0.72,0.15,0.1
320.02,1.0637,-0.065829,0,0.3683,0.74,0.15,0.1
319.96,1.0727,-0.065271,0,0.36351,0.76,0.15,0.1
319.91,1.0814,-0.064629,0,0.3587,0.78,0.15,0.1
319.84,1.0899,-0.063911,0,0.35387,0.8,0.15,0.1
319.78,1.0982,-0.063129,0,0.34903,0.82,0.15,0.1
319.7,1.1061,-0.062291,0,0.34418,0.84,0.15,0.1
319.63,1.1138,-0.061405,0,0.33932,0.86,0.15,0.1
319.55,1.1212,-0.060478,0,0.33446,0.88,0.15,0.1
319.46,1.1283,-0.059518,0,0.3296,0.9,0.15,0.1
319.38,1.1352,-0.058531,0,0.32474,0.92,0.15,0.1
319.29,1.1418,-0.057522,0,0.31989,0.94,0.15,0.1
319.21,1.1482,-0.056497,0,0.31504,0.96,0.15,0.1
319.12,1.1544,-0.055461,0,0.31021,0.98,0.15,0.1
319.03,1.1603,-0.054418,0,0.30539,1,0.15,0.1
318.94,1.166,-0.053372,0,0.30058,1.02,0.15,0.1
318.85,1.1714,-0.052327,0,0.29579,1.04,0.15,0.1
318.76,1.1767,-0.051285,0,0.29101,1.06,0.15,0.1
318.67,1.1818,-0.05025,0,0.28625,1.08,0.15,0.1
318.58,1.1866,-0.049224,0,0.28151,1.1,0.15,0.1
318.49,1.1913,-0.048209,0,0.27679,1.12,0.15,0.1
318.41,1.1959,-0.047208,0,0.2721,1.14,0.15,0.1
318.32,1.2002,-0.046221,0,0.26742,1.16,0.15,0.1
318.23,1.2044,-0.045252,0,0.26277,1.18,0.15,0.1
318.15,1.2084,-0.0443,0,0.25814,1.2,0.15,0.1
318.06,1.2123,-0.043367,0,0.25354,1.22,0.15,0.1
317.98,1.216,-0.042454,0,0.24896,1.24,0.15,0.1
317.9,1.2196,-0.041562,0,0.2444,1.26,0.15,0.1
317.82,1.2231,-0.040691,0,0.23987,1.28,0.15,0.1
317.74,1.2265,-0.039842,0,0.23536,1.3,0.15,0.1
317.66,1.2297,-0.039014,0,0.23088,1.32,0.15,0.1
317.58,1.2328,-0.03821,0,0.22642,1.34,0.15,0.1
317.5,1.2358,-0.037427,0,0.22199,1.36,0.15,0.1
317.43,1.2388,-0.036667,0,0.21758,1.38,0.15,0.1
317.35,1.2416,-0.03593,0,0.2132,1.4,0.15,0.1
317.28,1.2443,-0.035214,0,0.20884,1.42,0.15,0.1
317.21,1.247,-0.034521,0,0.20451,1.44,0.15,0.1
317.14,1.2495,-0.03385,0,0.2002,1.46,0.15,0.1
317.07,1.252,-0.0332,0,0.19591,1.48,0.15,0.1
317,1.2544,-0.032571,0,0.19164,1.5,0.15,0.1
316.93,1.2567,-0.031962,0,0.1874,1.52,0.15,0.1
316.86,1.259,-0.031374,0,0.18318,1.54,0.15,0.1
316.8,1.2612,-0.030806,0,0.17898,1.56,0.15,0.1
316.73,1.2634,-0.030256,0,0.17481,1.58,0.15,0.1
316.67,1.2654,-0.029726,0,0.17065,1.6,0.15,0.1
316.61,1.2675,-0.029213,0,0.16652,1.62,0.15,0.1
316.54,1.2694,-0.028718,0,0.16241,1.64,0.15,0.1
316.48,1.2714,-0.028239,0,0.15831,1.66,0.15,0.1
316.42,1.2732,-0.027777,0,0.15424,1.68,0.15,0.1
316.36,1.2751,-0.02733,0,0.15019,1.7,0.15,0.1
316.31,1.2769,-0.026898,0,0.14615,1.72,0.15,0.1
316.25,1.2786,-0.02648,0,0.14214,1.74,0.15,0.1
316.19,1.2803,-0.026076,0,0.13814,1.76,0.15,0.1
316.14,1.282,-0.025685,0,0.13416,1.78,0.15,0.1
316.08,1.2836,-0.025307,0,0.1302,1.8,0.15,0.1
316.03,1.2852,-0.02494,0,0.12625,1.82,0.15,0.1
315.98,1.2867,-0.024584,0,0.12232,1.84,0.15,0.1
315.92,1.2883,-0.024239,0,0.11841,1.86,0.15,0.1
315.87,1.2898,-0.023905,0,0.11452,1.88,0.15,0.1
315.82,1.2912,-0.023579,0,0.11064,1.9,0.15,0.1
315.77,1.2927,-0.023263,0,0.10678,1.92,0.15,0.1
315.72,1.2941,-0.022955,0,0.10293,1.94,0.15,0.1
315.67,1.2955,-0.022654,0,0.0991,1.96,0.15,0.1
315.62,1.2968,-0.022361,0,0.095284,1.98,0.15,0.1
315.57,1.2981,-0.022075,0,0.091483,2,0.15,0.1
315.53,1.2994,-0.021796,0,0.087697,2.02,0.15,0.1
315.48,1.3007,-0.021521,0,0.083925,2.04,0.15,0.1
315.43,1.302,-0.021253,0,0.080169,2.06,0.15,0.1
315.39,1.3032,-0.020988,0,0.076426,2.08,0.15,0.1
315.34,1.3044,-0.020728,0,0.072699,2.1,0.15,0.1
315.3,1.3056,-0.020472,0,0.068985,2.12,0.15,0.1
315.25,1.3068,-0.020219,0,0.065285,2.14,0.15,0.1
315.21,1.308,-0.019967,0,0.0616,2.16,0.15,0.1
315.17,1.3091,-0.019718,0,0.057929,2.18,0.15,0.1
315.13,1.3102,-0.019469,0,0.054271,2.2,0.15,0.1
315.08,1.3113,-0.01922,0,0.050628,2.22,0.15,0.1
315.04,1.3124,-0.018971,0,0.046998,2.24,0.15,0.1
315,1.3135,-0.018719,0,0.043383,2.26,0.15,0.1
314.96,1.3145,-0.018463,0,0.039781,2.28,0.15,0.1
314.92,1.3156,-0.018203,0,0.036194,2.3,0.15,0.1
314.89,1.3166,-0.017936,0,0.03262,2.32,0.15,0.1
314.85,1.3176,-0.017661,0,0.02906,2.34,0.15,0.1
314.81,1.3186,-0.017374,0,0.025516,2.36,0.15,0.1
314.77,1.3195,-0.017073,0,0.021983,2.38,0.15,0.1
314.74,1.3205,-0.016754,0,0.018474,2.4,0.15,0.1
314.7,1.3214,-0.016416,0,0.014957,2.42,0.15,0.1
314.66,1.3224,-0.016047,0,0.011519,2.44,0.15,0.1
314.63,1.3232,-0.015668,0,0.0079329,2.46,0.15,0.1
314.6,1.3242,-0.01522,0,0.0048474,2.48,0.15,0.1
320.66,0.97564,0.125,0,0.35899,0.12,0.16667,0.1
320.33,0.94592,0.10388,0,0.39144,0.14,0.16667,0.1
320.1,0.9219,0.083289,0,0.41536,0.16,0.16667,0.1
319.94,0.90309,0.063885,0,0.43233,0.18,0.16667,0.1
319.86,0.88897,0.046019,0,0.44386,0.2,0.16667,0.1
319.83,0.87903,0.029832,0,0.45124,0.22,0.16667,0.1
319.85,0.8728,0.015342,0,0.45553,0.24,0.16667,0.1
319.9,0.86984,0.0024741,0,0.45754,0.26,0.16667,0.1
319.99,0.86974,-0.0089245,0,0.45783,0.28,0.16667,0.1
320.1,0.87215,-0.019013,0,0.45687,0.3,0.16667,0.1
320.22,0.87671,-0.027918,0,0.45499,0.32,0.16667,0.1
320.35,0.8831,-0.035741,0,0.45247,0.34,0.16667,0.1
320.47,0.891,-0.042581,0,0.44948,0.36,0.16667,0.1
320.59,0.90014,-0.048531,0,0.44616,0.38,0.16667,0.1
320.69,0.91024,-0.053678,0,0.44258,0.4,0.16667,0.1
320.77,0.9211,-0.058102,0,0.43881,0.42,0.16667,0.1
320.83,0.9325,-0.061876,0,0.4349,0.44,0.16667,0.1
320.88,0.94429,-0.065065,0,0.43086,0.46,0.16667,0.1
320.91,0.95631,-0.067732,0,0.42672,0.48,0.16667,0.1
320.91,0.96844,-0.069928,0,0.42249,0.5,0.16667,0.1
320.9,0.98058,-0.071704,0,0.41818,0.52,0.16667,0.1
320.88,0.99265,-0.073103,0,0.41381,0.54,0.16667,0.1
320.83,1.0046,-0.074164,0,0.40937,0.56,0.16667,0.1
320.78,1.0163,-0.074924,0,0.40487,0.58,0.16667,0.1
320.71,1.0278,-0.075414,0,0.40033,0.6,0.16667,0.1
320.62,1.039,-0.075665,0,0.39573,0.62,0.16667,0.1
320.53,1.0498,-0.075701,0,0.39109,0.64,0.16667,0.1
320.43,1.0604,-0.075547,0,0.38641,0.66,0.16667,0.1
320.32,1.0706,-0.075225,0,0.3817,0.68,0.16667,0.1
320.21,1.0805,-0.074754,0,0.37695,0.7,0.16667,0.1
320.09,1.09,-0.074153,0,0.37218,0.72,0.16667,0.1
319.97,1.0991,-0.073438,0,0.36738,0.74,0.16667,0.1
319.84,1.1079,-0.072623,0,0.36257,0.76,0.16667,0.1
319.71,1.1164,-0.071723,0,0.35773,0.78,0.16667,0.1
319.57,1.1245,-0.070749,0,0.35289,0.8,0.16667,0.1
319.44,1.1322,-0.069712,0,0.34804,0.82,0.16667,0.1
319.31,1.1397,-0.068623,0,0.34318,0.84,0.16667,0.1
319.17,1.1468,-0.067491,0,0.33832,0.86,0.16667,0.1
319.03,1.1536,-0.066325,0,0.33346,0.88,0.16667,0.1
318.9,1.1601,-0.065131,0,0.3286,0.9,0.16667,0.1
318.77,1.1662,-0.063917,0,0.32375,0.92,0.16667,0.1
318.63,1.1722,-0.062688,0,0.3189,0.94,0.16667,0.1
318.5,1.1778,-0.061452,0,0.31407,0.96,0.16667,0.1
318.37,1.1832,-0.060211,0,0.30924,0.98,0.16667,0.1
318.24,1.1884,-0.058971,0,0.30444,1,0.16667,0.1
318.11,1.1933,-0.057736,0,0.29964,1.02,0.16667,0.1
317.99,1.198,-0.056509,0,0.29486,1.04,0.16667,0.1
317.87,1.2024,-0.055293,0,0.2901,1.06,0.16667,0.1
317.75,1.2067,-0.054092,0,0.28536,1.08,0.16667,0.1
317.63,1.2108,-0.052907,0,0.28065,1.1,0.16667,0.1
317.51,1.2147,-0.05174,0,0.27595,1.12,0.16667,0.1
317.4,1.2184,-0.050594,0,0.27127,1.14,0.16667,0.1
317.28,1.2219,-0.049469,0,0.26662,1.16,0.16667,0.1
317.18,1.2253,-0.048368,0,0.26199,1.18,0.16667,0.1
317.07,1.2286,-0.047291,0,0.25738,1.2,0.16667,0.1
316.96,1.2317,-0.046238,0,0.2528,1.22,0.16667,0.1
316.86,1.2346,-0.045212,0,0.24824,1.24,0.16667,0.1
316.76,1.2375,-0.044212,0,0.2437,1.26,0.16667,0.1
316.66,1.2402,-0.043238,0,0.23919,1.28,0.16667,0.1
316.56,1.2428,-0.042291,0,0.23471,1.3,0.16667,0.1
316.47,1.2453,-0.041372,0,0.23025,1.32,0.16667,0.1
316.38,1.2476,-0.040479,0,0.22581,1.34,0.16667,0.1
316.28,1.2499,-0.039613,0,0.2214,1.36,0.16667,0.1
316.2,1.2521,-0.038774,0,0.21701,1.38,0.16667,0.1
316.11,1.2542,-0.037961,0,0.21265,1.4,0.16667,0.1
316.02,1.2563,-0.037175,0,0.20831,1.42,0.16667,0.1
315.94,1.2582,-0.036414,0,0.20399,1.44,0.16667,0.1
315.86,1.2601,-0.035678,0,0.1997,1.46,0.16667,0.1
315.78,1.2619,-0.034968,0,0.19543,1.48,0.16667,0.1
315.7,1.2636,-0.034281,0,0.19118,1.5,0.16667,0.1
315.62,1.2653,-0.033618,0,0.18696,1.52,0.16667,0.1
315.55,1.2669,-0.032978,0,0.18275,1.54,0.16667,0.1
315.48,1.2685,-0.03236,0,0.17857,1.56,0.16667,0.1
315.4,1.27,-0.031764,0,0.17441,1.58,0.16667,0.1
315.33,1.2715,-0.031189,0,0.17027,1.6,0.16667,0.1
315.27,1.2729,-0.030634,0,0.16615,1.62,0.16667,0.1
315.2,1.2743,-0.030098,0,0.16205,1.64,0.16667,0.1
315.13,1.2756,-0.029581,0,0.15797,1.66,0.16667,0.1
315.06,1.2769,-0.029083,0,0.15391,1.68,0.16667,0.1
315,1.2781,-0.028601,0,0.14987,1.7,0.16667,0.1
314.94,1.2793,-0.028136,0,0.14584,1.72,0.16667,0.1
314.88,1.2805,-0.027687,0,0.14184,1.74,0.16667,0.1
314.82,1.2817,-0.027253,0,0.13785,1.76,0.16667,0.1
314.76,1.2828,-0.026833,0,0.13388,1.78,0.16667,0.1
314.7,1.2839,-0.026427,0,0.12993,1.8,0.16667,0.1
314.64,1.2849,-0.026034,0,0.12599,1.82,0.16667,0.1
314.58,1.2859,-0.025654,0,0.12207,1.84,0.16667,0.1
314.53,1.2869,-0.025285,0,0.11817,1.86,0.16667,0.1
314.47,1.2879,-0.024927,0,0.11428,1.88,0.16667,0.1
314.42,1.2889,-0.024579,0,0.11041,1.9,0.16667,0.1
314.36,1.2898,-0.024241,0,0.10656,1.92,0.16667,0.1
314.31,1.2907,-0.023913,0,0.10272,1.94,0.16667,0.1
314.26,1.2916,-0.023593,0,0.098891,1.96,0.16667,0.1
314.21,1.2925,-0.023281,0,0.09508,1.98,0.16667,0.1
314.16,1.2933,-0.022977,0,0.091285,2,0.16667,0.1
314.11,1.2941,-0.022679,0,0.087504,2.02,0.16667,0.1
314.06,1.295,-0.022388,0,0.083737,2.04,0.16667,0.1
314.01,1.2957,-0.022103,0,0.079984,2.06,0.16667,0.1
313.97,1.2965,-0.021823,0,0.076246,2.08,0.16667,0.1
313.92,1.2973,-0.021548,0,0.072522,2.1,0.16667,0.1
313.88,1.298,-0.021276,0,0.068811,2.12,0.16667,0.1
313.83,1.2988,-0.021008,0,0.065114,2.14,0.16667,0.1
313.79,1.2995,-0.020743,0,0.06143,2.16,0.16667,0.1
313.74,1.3002,-0.02048,0,0.05776,2.18,0.16667,0.1
313.7,1.3009,-0.020218,0,0.054104,2.2,0.16667,0.1
313.66,1.3016,-0.019956,0,0.050461,2.22,0.16667,0.1
313.62,1.3022,-0.019694,0,0.04683,2.24,0.16667,0.1
313.58,1.3029,-0.01943,0,0.043213,2.26,0.16667,0.1
313.54,1.3035,-0.019163,0,0.039608,2.28,0.16667,0.1
313.5,1.3041,-0.018891,0,0.036016,2.3,0.16667,0.1
313.46,1.3048,-0.018613,0,0.032437,2.32,0.16667,0.1
313.42,1.3054,-0.018327,0,0.028869,2.34,0.16667,0.1
313.38,1.306,-0.018029,0,0.025314,2.36,0.16667,0.1
313.34,1.3066,-0.017719,0,0.021768,2.38,0.16667,0.1
313.31,1.3071,-0.01739,0,0.018239,2.4,0.16667,0.1
313.27,1.3077,-0.017043,0,0.014706,2.42,0.16667,0.1
313.24,1.3083,-0.016664,0,0.011226,2.44,0.16667,0.1
313.2,1.3088,-0.016277,0,0.007647,2.46,0.16667,0.1
313.17,1.3095,-0.015822,0,0.0043927,2.48,0.16667,0.1
324.3,0.77863,0.14053,0,0.35656,0.12,0.18333,0.1
323.66,0.77788,0.11562,0,0.39224,0.14,0.18333,0.1
323.18,0.77975,0.091578,0,0.41804,0.16,0.18333,0.1
322.84,0.78405,0.069072,0,0.43597,0.18,0.18333,0.1
322.61,0.79049,0.048441,0,0.4479,0.2,0.18333,0.1
322.46,0.79885,0.029814,0,0.45536,0.22,0.18333,0.1
322.37,0.80889,0.013169,0,0.45947,0.24,0.18333,0.1
322.34,0.8204,-0.0016125,0,0.46104,0.26,0.18333,0.1
322.34,0.83321,-0.014683,0,0.46081,0.28,0.18333,0.1
322.34,0.84707,-0.026194,0,0.45938,0.3,0.18333,0.1
322.34,0.86172,-0.036273,0,0.45711,0.32,0.18333,0.1
322.33,0.87695,-0.04504,0,0.45423,0.34,0.18333,0.1
322.31,0.89255,-0.052615,0,0.45092,0.36,0.18333,0.1
322.27,0.90836,-0.059112,0,0.44729,0.38,0.18333,0.1
322.21,0.92421,-0.064641,0,0.44345,0.4,0.18333,0.1
322.13,0.93998,-0.069304,0,0.43943,0.42,0.18333,0.1
322.03,0.95557,-0.073196,0,0.43529,0.44,0.18333,0.1
321.92,0.97089,-0.076402,0,0.43105,0.46,0.18333,0.1
321.79,0.98587,-0.078998,0,0.42673,0.48,0.18333,0.1
321.64,1.0004,-0.081054,0,0.42234,0.5,0.18333,0.1
321.49,1.0146,-0.082633,0,0.41789,0.52,0.18333,0.1
321.32,1.0283,-0.083789,0,0.41339,0.54,0.18333,0.1
321.14,1.0415,-0.084572,0,0.40884,0.56,0.18333,0.1
320.96,1.0541,-0.085027,0,0.40424,0.58,0.18333,0.1
320.77,1.0663,-0.085192,0,0.39961,0.6,0.18333,0.1
320.57,1.0779,-0.085103,0,0.39493,0.62,0.18333,0.1
320.37,1.0891,-0.084791,0,0.39023,0.64,0.18333,0.1
320.17,1.0997,-0.084285,0,0.38549,0.66,0.18333,0.1
319.97,1.1098,-0.08361,0,0.38073,0.68,0.18333,0.1
319.77,1.1194,-0.082788,0,0.37594,0.7,0.18333,0.1
319.56,1.1286,-0.08184,0,0.37113,0.72,0.18333,0.1
319.36,1.1373,-0.080784,0,0.36631,0.74,0.18333,0.1
319.16,1.1455,-0.079636,0,0.36147,0.76,0.18333,0.1
318.97,1.1533,-0.078411,0,0.35662,0.78,0.18333,0.1
318.77,1.1607,-0.077123,0,0.35176,0.8,0.18333,0.1
318.58,1.1677,-0.075782,0,0.3469,0.82,0.18333,0.1
318.39,1.1744,-0.0744,0,0.34204,0.84,0.18333,0.1
318.21,1.1806,-0.072986,0,0.33718,0.86,0.18333,0.1
318.02,1.1866,-0.071548,0,0.33232,0.88,0.18333,0.1
317.85,1.1921,-0.070095,0,0.32747,0.9,0.18333,0.1
317.67,1.1974,-0.068633,0,0.32263,0.92,0.18333,0.1
317.5,1.2024,-0.067168,0,0.3178,0.94,0.18333,0.1
317.33,1.2071,-0.065705,0,0.31298,0.96,0.18333,0.1
317.17,1.2116,-0.064249,0,0.30817,0.98,0.18333,0.1
317.01,1.2158,-0.062804,0,0.30338,1,0.18333,0.1
316.86,1.2197,-0.061375,0,0.2986,1.02,0.18333,0.1
316.71,1.2234,-0.059963,0,0.29385,1.04,0.18333,0.1
316.56,1.227,-0.058572,0,0.28911,1.06,0.18333,0.1
316.42,1.2303,-0.057205,0,0.28439,1.08,0.18333,0.1
316.28,1.2334,-0.055862,0,0.2797,1.1,0.18333,0.1
316.15,1.2364,-0.054547,0,0.27502,1.12,0.18333,0.1
316.02,1.2392,-0.05326,0,0.27037,1.14,0.18333,0.1
315.89,1.2418,-0.052002,0,0.26574,1.16,0.18333,0.1
315.76,1.2443,-0.050775,0,0.26114,1.18,0.18333,0.1
315.64,1.2466,-0.049579,0,0.25655,1.2,0.18333,0.1
315.52,1.2488,-0.048415,0,0.25199,1.22,0.18333,0.1
315.41,1.2509,-0.047282,0,0.24746,1.24,0.18333,0.1
315.3,1.2529,-0.046183,0,0.24295,1.26,0.18333,0.1
315.19,1.2547,-0.045115,0,0.23847,1.28,0.18333,0.1
315.08,1.2565,-0.044079,0,0.234,1.3,0.18333,0.1
314.98,1.2582,-0.043076,0,0.22957,1.32,0.18333,0.1
314.88,1.2597,-0.042105,0,0.22515,1.34,0.18333,0.1
314.78,1.2612,-0.041165,0,0.22077,1.36,0.18333,0.1
314.69,1.2626,-0.040256,0,0.2164,1.38,0.18333,0.1
314.6,1.264,-0.039377,0,0.21206,1.4,0.18333,0.1
314.51,1.2652,-0.038529,0,0.20774,1.42,0.18333,0.1
314.42,1.2665,-0.037709,0,0.20344,1.44,0.18333,0.1
314.33,1.2676,-0.036919,0,0.19917,1.46,0.18333,0.1
314.25,1.2687,-0.036156,0,0.19492,1.48,0.18333,0.1
314.17,1.2697,-0.035421,0,0.19069,1.5,0.18333,0.1
314.09,1.2707,-0.034712,0,0.18648,1.52,0.18333,0.1
314.01,1.2716,-0.034028,0,0.1823,1.54,0.18333,0.1
313.93,1.2725,-0.033369,0,0.17813,1.56,0.18333,0.1
313.86,1.2734,-0.032734,0,0.17399,1.58,0.18333,0.1
313.78,1.2742,-0.032123,0,0.16986,1.6,0.18333,0.1
313.71,1.275,-0.031533,0,0.16576,1.62,0.18333,0.1
313.64,1.2757,-0.030965,0,0.16167,1.64,0.18333,0.1
313.58,1.2764,-0.030417,0,0.15761,1.66,0.18333,0.1
313.51,1.2771,-0.029889,0,0.15356,1.68,0.18333,0.1
313.44,1.2777,-0.02938,0,0.14953,1.7,0.18333,0.1
313.38,1.2784,-0.028889,0,0.14552,1.72,0.18333,0.1
313.32,1.279,-0.028415,0,0.14153,1.74,0.18333,0.1
313.26,1.2795,-0.027958,0,0.13755,1.76,0.18333,0.1
313.2,1.2801,-0.027516,0,0.13359,1.78,0.18333,0.1
313.14,1.2806,-0.027088,0,0.12965,1.8,0.18333,0.1
313.08,1.2811,-0.026675,0,0.12572,1.82,0.18333,0.1
313.02,1.2816,-0.026275,0,0.12181,1.84,0.18333,0.1
312.97,1.282,-0.025888,0,0.11792,1.86,0.18333,0.1
312.91,1.2825,-0.025513,0,0.11404,1.88,0.18333,0.1
312.86,1.2829,-0.025148,0,0.11017,1.9,0.18333,0.1
312.81,1.2833,-0.024795,0,0.10633,1.92,0.18333,0.1
312.76,1.2837,-0.024451,0,0.10249,1.94,0.18333,0.1
312.7,1.2841,-0.024117,0,0.098675,1.96,0.18333,0.1
312.66,1.2845,-0.023791,0,0.094871,1.98,0.18333,0.1
312.61,1.2849,-0.023473,0,0.091081,2,0.18333,0.1
312.56,1.2852,-0.023163,0,0.087305,2.02,0.18333,0.1
312.51,1.2855,-0.02286,0,0.083543,2.04,0.18333,0.1
312.46,1.2859,-0.022563,0,0.079795,2.06,0.18333,0.1
312.42,1.2862,-0.022271,0,0.07606,2.08,0.18333,0.1
312.37,1.2865,-0.021985,0,0.07234,2.1,0.18333,0.1
312.33,1.2868,-0.021704,0,0.068632,2.12,0.18333,0.1
312.29,1.2871,-0.021426,0,0.064938,2.14,0.18333,0.1
312.24,1.2873,-0.021151,0,0.061257,2.16,0.18333,0.1
312.2,1.2876,-0.020879,0,0.057588,2.18,0.18333,0.1
312.16,1.2879,-0.020608,0,0.053933,2.2,0.18333,0.1
312.12,1.2881,-0.020338,0,0.05029,2.22,0.18333,0.1
312.08,1.2884,-0.020068,0,0.046659,2.24,0.18333,0.1
312.04,1.2886,-0.019796,0,0.04304,2.26,0.18333,0.1
312,1.2888,-0.019522,0,0.039433,2.28,0.18333,0.1
311.96,1.2891,-0.019244,0,0.035837,2.3,0.18333,0.1
311.93,1.2893,-0.018961,0,0.032251,2.32,0.18333,0.1
311.89,1.2895,-0.018669,0,0.028676,2.34,0.18333,0.1
311.85,1.2897,-0.018368,0,0.02511,2.36,0.18333,0.1
311.82,1.2899,-0.018054,0,0.021552,2.38,0.18333,0.1
311.79,1.2902,-0.017722,0,0.018005,2.4,0.18333,0.1
311.75,1.2904,-0.017373,0,0.014457,2.42,0.18333,0.1
311.72,1.2906,-0.016994,0,0.010935,2.44,0.18333,0.1
311.69,1.2908,-0.016608,0,0.0073644,2.46,0.18333,0.1
311.66,1.2911,-0.016157,0,0.0039447,2.48,0.18333,0.1
330.94,0.4168,0.098065,0,0.322,0.12,-0.033333,0.1
330.04,0.46004,0.088743,0,0.35818,0.14,-0.033333,0.1
329.29,0.49854,0.079554,0,0.38553,0.16,-0.033333,0.1
328.66,0.53293,0.071007,0,0.40582,0.18,-0.033333,0.1
328.13,0.56365,0.063286,0,0.42066,0.2,-0.033333,0.1
327.66,0.59116,0.056428,0,0.43126,0.22,-0.033333,0.1
327.26,0.61586,0.050396,0,0.43858,0.24,-0.033333,0.1
326.91,0.63812,0.045123,0,0.44337,0.26,-0.033333,0.1
326.59,0.65826,0.040533,0,0.44618,0.28,-0.033333,0.1
326.31,0.67658,0.036552,0,0.44747,0.3,-0.033333,0.1
326.06,0.69331,0.033108,0,0.44758,0.32,-0.033333,0.1
325.83,0.7087,0.03014,0,0.44676,0.34,-0.033333,0.1
325.62,0.72293,0.02759,0,0.44523,0.36,-0.033333,0.1
325.42,0.73618,0.025408,0,0.44314,0.38,-0.033333,0.1
325.24,0.7486,0.023549,0,0.4406,0.4,-0.033333,0.1
325.07,0.76033,0.021972,0,0.43771,0.42,-0.033333,0.1
324.92,0.77148,0.020642,0,0.43454,0.44,-0.033333,0.1
324.77,0.78215,0.019524,0,0.43115,0.46,-0.033333,0.1
324.63,0.79242,0.018591,0,0.42756,0.48,-0.033333,0.1
324.5,0.80237,0.017814,0,0.42381,0.5,-0.033333,0.1
324.37,0.81207,0.017172,0,0.41993,0.52,-0.033333,0.1
324.26,0.82155,0.016642,0,0.41593,0.54,-0.033333,0.1
324.14,0.83087,0.016206,0,0.41183,0.56,-0.033333,0.1
324.04,0.84005,0.015849,0,0.40764,0.58,-0.033333,0.1
