"T","U:0","U:1","U:2","d","nuT","p","Points:0","Points:1","Points:2"
321.4,1.298,-0.013876,0,0.43333,0.00074668,0.20678,1.56,0.066667,0
321.38,1.3017,-0.013633,0,0.43333,0.00072607,0.2018,1.58,0.066667,0
321.36,1.3053,-0.013395,0,0.43333,0.00070745,0.19685,1.6,0.066667,0
321.35,1.3089,-0.013163,0,0.43333,0.00069096,0.19193,1.62,0.066667,0
321.33,1.3123,-0.012934,0,0.43333,0.00067671,0.18704,1.64,0.066667,0
321.31,1.3158,-0.01271,0,0.43333,0.0006648,0.18218,1.66,0.066667,0
321.3,1.3191,-0.012489,0,0.43333,0.00065531,0.17734,1.68,0.066667,0
321.28,1.3224,-0.012272,0,0.43333,0.00064831,0.17254,1.7,0.066667,0
321.26,1.3256,-0.012057,0,0.43333,0.00064382,0.16775,1.72,0.066667,0
321.24,1.3288,-0.011845,0,0.43333,0.00064184,0.16299,1.74,0.066667,0
321.23,1.3319,-0.011635,0,0.43333,0.00064231,0.15826,1.76,0.066667,0
321.21,1.3349,-0.011427,0,0.43333,0.00064518,0.15355,1.78,0.066667,0
321.19,1.3378,-0.011221,0,0.43333,0.00065032,0.14886,1.8,0.066667,0
321.17,1.3407,-0.011016,0,0.43333,0.00065762,0.1442,1.82,0.066667,0
321.15,1.3436,-0.010812,0,0.43333,0.00066691,0.13955,1.84,0.066667,0
321.13,1.3464,-0.01061,0,0.43333,0.00067804,0.13493,1.86,0.066667,0
321.11,1.3491,-0.010408,0,0.43333,0.00069084,0.13034,1.88,0.066667,0
321.09,1.3518,-0.010206,0,0.43333,0.00070514,0.12576,1.9,0.066667,0
321.07,1.3544,-0.010006,0,0.43333,0.00072076,0.12121,1.92,0.066667,0
321.05,1.357,-0.0098051,0,0.43333,0.00073754,0.11667,1.94,0.066667,0
321.03,1.3594,-0.0096049,0,0.43333,0.00075533,0.11216,1.96,0.066667,0
321.01,1.3619,-0.0094048,0,0.43333,0.00077397,0.10767,1.98,0.066667,0
320.99,1.3643,-0.0092046,0,0.43333,0.00079333,0.1032,2,0.066667,0
320.97,1.3666,-0.0090042,0,0.43333,0.00081327,0.098751,2.02,0.066667,0
320.95,1.3689,-0.0088036,0,0.43333,0.00083368,0.094322,2.04,0.066667,0
320.93,1.3711,-0.0086026,0,0.43333,0.00085442,0.089913,2.06,0.066667,0
320.91,1.3733,-0.0084011,0,0.43333,0.00087541,0.085524,2.08,0.066667,0
320.89,1.3754,-0.0081988,0,0.43333,0.00089653,0.081155,2.1,0.066667,0
320.87,1.3774,-0.0079954,0,0.43333,0.00091769,0.076806,2.12,0.066667,0
320.85,1.3794,-0.0077908,0,0.43333,0.00093879,0.072477,2.14,0.066667,0
320.83,1.3814,-0.0075844,0,0.43333,0.00095973,0.068169,2.16,0.066667,0
320.81,1.3833,-0.0073758,0,0.43333,0.00098041,0.063881,2.18,0.066667,0
320.79,1.3851,-0.0071641,0,0.43333,0.0010007,0.059614,2.2,0.066667,0
320.77,1.3869,-0.0069486,0,0.43333,0.0010206,0.055369,2.22,0.066667,0
320.75,1.3886,-0.0067283,0,0.43333,0.00104,0.051147,2.24,0.066667,0
320.73,1.3903,-0.0065019,0,0.43333,0.0010587,0.046951,2.26,0.066667,0
320.71,1.3919,-0.0062681,0,0.43333,0.0010767,0.042782,2.28,0.066667,0
320.69,1.3935,-0.0060252,0,0.43333,0.0010938,0.038644,2.3,0.066667,0
320.67,1.395,-0.0057717,0,0.43333,0.0011101,0.034541,2.32,0.066667,0
320.65,1.3964,-0.0055058,0,0.43333,0.0011255,0.030478,2.34,0.066667,0
320.64,1.3977,-0.0052257,0,0.43333,0.00114,0.02646,2.36,0.066667,0
320.62,1.399,-0.0049297,0,0.43333,0.0011534,0.022497,2.38,0.066667,0
320.6,1.4002,-0.0046142,0,0.43333,0.0011658,0.018594,2.4,0.066667,0
320.58,1.4013,-0.0042772,0,0.43333,0.0011763,0.014761,2.42,0.066667,0
320.56,1.4023,-0.0038991,0,0.43333,0.0011851,0.011012,2.44,0.066667,0
320.54,1.4032,-0.0034668,0,0.43333,0.001183,0.007343,2.46,0.066667,0
320.52,1.404,-0.0028074,0,0.43333,0.0012,0.0038641,2.48,0.066667,0
323.97,1.2028,-0.2022,0,0.04521,0.0061668,0.41415,0.02,0.083333,0
323.05,1.1084,-0.19754,0,0.058352,0.0098544,0.4937,0.04,0.083333,0
322.28,1.0348,-0.17478,0,0.073589,0.013607,0.52729,0.06,0.083333,0
321.66,0.97577,-0.14882,0,0.090621,0.017167,0.55632,0.08,0.083333,0
321.17,0.93116,-0.12911,0,0.10868,0.018066,0.56658,0.1,0.083333,0
320.77,0.89595,-0.11439,0,0.12731,0.015812,0.57189,0.12,0.083333,0
320.45,0.86785,-0.10114,0,0.14632,0.012959,0.58058,0.14,0.083333,0
320.2,0.84624,-0.089076,0,0.16555,0.01052,0.59123,0.16,0.083333,0
320,0.83094,-0.079075,0,0.18495,0.0084592,0.59869,0.18,0.083333,0
319.85,0.82094,-0.071184,0,0.20447,0.0068074,0.60336,0.2,0.083333,0
319.73,0.81543,-0.065142,0,0.22407,0.0055373,0.60535,0.22,0.083333,0
319.65,0.8136,-0.060589,0,0.24373,0.004606,0.60517,0.24,0.083333,0
319.59,0.81473,-0.05719,0,0.26345,0.0039585,0.60331,0.26,0.083333,0
319.54,0.81823,-0.054723,0,0.28321,0.0035355,0.60033,0.28,0.083333,0
319.52,0.82364,-0.053047,0,0.303,0.0032842,0.59663,0.3,0.083333,0
319.51,0.83063,-0.052024,0,0.32281,0.0031589,0.59244,0.32,0.083333,0
319.52,0.83891,-0.051496,0,0.34265,0.0031182,0.58783,0.34,0.083333,0
319.53,0.84825,-0.051309,0,0.3625,0.0031275,0.58284,0.36,0.083333,0
319.56,0.85842,-0.051328,0,0.38237,0.0031621,0.57752,0.38,0.083333,0
319.59,0.86925,-0.051447,0,0.40108,0.0032059,0.57188,0.4,0.083333,0
319.64,0.88057,-0.051584,0,0.41325,0.0032492,0.56596,0.42,0.083333,0
319.68,0.89224,-0.051685,0,0.41667,0.0032864,0.55979,0.44,0.083333,0
319.74,0.90414,-0.051711,0,0.41667,0.0033148,0.55339,0.46,0.083333,0
319.8,0.91619,-0.05164,0,0.41667,0.0033329,0.5468,0.48,0.083333,0
319.86,0.92828,-0.051461,0,0.41667,0.0033405,0.54004,0.5,0.083333,0
319.92,0.94035,-0.051169,0,0.41667,0.0033379,0.53313,0.52,0.083333,0
319.99,0.95236,-0.050768,0,0.41667,0.0033255,0.5261,0.54,0.083333,0
320.06,0.96424,-0.050263,0,0.41667,0.0033043,0.51897,0.56,0.083333,0
320.12,0.97596,-0.049665,0,0.41667,0.003275,0.51175,0.58,0.083333,0
320.19,0.98749,-0.048982,0,0.41667,0.0032386,0.50447,0.6,0.083333,0
320.26,0.9988,-0.048226,0,0.41667,0.0031959,0.49715,0.62,0.083333,0
320.32,1.0099,-0.047408,0,0.41667,0.0031477,0.4898,0.64,0.083333,0
320.38,1.0207,-0.046538,0,0.41667,0.0030948,0.48243,0.66,0.083333,0
320.44,1.0313,-0.045628,0,0.41667,0.003038,0.47506,0.68,0.083333,0
320.49,1.0416,-0.044686,0,0.41667,0.0029778,0.4677,0.7,0.083333,0
320.55,1.0517,-0.043721,0,0.41667,0.002915,0.46037,0.72,0.083333,0
320.6,1.0615,-0.04274,0,0.41667,0.0028501,0.45307,0.74,0.083333,0
320.64,1.071,-0.041752,0,0.41667,0.0027835,0.4458,0.76,0.083333,0
320.69,1.0802,-0.040762,0,0.41667,0.0027156,0.43859,0.78,0.083333,0
320.73,1.0892,-0.039775,0,0.41667,0.0026469,0.43142,0.8,0.083333,0
320.76,1.098,-0.038796,0,0.41667,0.0025776,0.42432,0.82,0.083333,0
320.8,1.1065,-0.037828,0,0.41667,0.0025081,0.41728,0.84,0.083333,0
320.83,1.1147,-0.036876,0,0.41667,0.0024386,0.4103,0.86,0.083333,0
320.86,1.1227,-0.035942,0,0.41667,0.0023693,0.4034,0.88,0.083333,0
320.88,1.1305,-0.035027,0,0.41667,0.0023005,0.39656,0.9,0.083333,0
320.91,1.138,-0.034135,0,0.41667,0.0022321,0.3898,0.92,0.083333,0
320.93,1.1454,-0.033265,0,0.41667,0.0021645,0.38311,0.94,0.083333,0
320.95,1.1525,-0.03242,0,0.41667,0.0020976,0.3765,0.96,0.083333,0
320.96,1.1594,-0.031599,0,0.41667,0.0020316,0.36996,0.98,0.083333,0
320.97,1.1661,-0.030803,0,0.41667,0.0019666,0.36349,1,0.083333,0
320.99,1.1727,-0.030033,0,0.41667,0.0019026,0.3571,1.02,0.083333,0
320.99,1.179,-0.029287,0,0.41667,0.0018397,0.35077,1.04,0.083333,0
321,1.1852,-0.028567,0,0.41667,0.0017778,0.34452,1.06,0.083333,0
321.01,1.1913,-0.027872,0,0.41667,0.0017171,0.33834,1.08,0.083333,0
321.01,1.1971,-0.027201,0,0.41667,0.0016575,0.33223,1.1,0.083333,0
321.01,1.2028,-0.026553,0,0.41667,0.0015991,0.32619,1.12,0.083333,0
321.01,1.2084,-0.025929,0,0.41667,0.0015419,0.3202,1.14,0.083333,0
321.01,1.2138,-0.025328,0,0.41667,0.0014859,0.31429,1.16,0.083333,0
321.01,1.2191,-0.024748,0,0.41667,0.001431,0.30843,1.18,0.083333,0
321,1.2242,-0.02419,0,0.41667,0.0013774,0.30264,1.2,0.083333,0
321,1.2292,-0.023651,0,0.41667,0.001325,0.2969,1.22,0.083333,0
320.99,1.2341,-0.023132,0,0.41667,0.0012739,0.29122,1.24,0.083333,0
320.98,1.2389,-0.022632,0,0.41667,0.001224,0.28559,1.26,0.083333,0
320.97,1.2436,-0.02215,0,0.41667,0.0011753,0.28001,1.28,0.083333,0
320.96,1.2481,-0.021685,0,0.41667,0.001128,0.27449,1.3,0.083333,0
320.95,1.2526,-0.021236,0,0.41667,0.001082,0.26902,1.32,0.083333,0
320.94,1.2569,-0.020803,0,0.41667,0.0010374,0.26359,1.34,0.083333,0
320.93,1.2612,-0.020385,0,0.41667,0.00099429,0.25821,1.36,0.083333,0
320.92,1.2653,-0.019981,0,0.41667,0.00095265,0.25287,1.38,0.083333,0
320.9,1.2694,-0.01959,0,0.41667,0.00091262,0.24758,1.4,0.083333,0
320.89,1.2734,-0.019212,0,0.41667,0.0008743,0.24232,1.42,0.083333,0
320.87,1.2773,-0.018845,0,0.41667,0.00083783,0.23711,1.44,0.083333,0
320.85,1.2811,-0.01849,0,0.41667,0.00080336,0.23194,1.46,0.083333,0
320.84,1.2848,-0.018144,0,0.41667,0.00077108,0.2268,1.48,0.083333,0
320.82,1.2884,-0.017809,0,0.41667,0.00074121,0.2217,1.5,0.083333,0
320.8,1.292,-0.017482,0,0.41667,0.00071397,0.21663,1.52,0.083333,0
320.78,1.2955,-0.017164,0,0.41667,0.00068964,0.21159,1.54,0.083333,0
320.76,1.2989,-0.016854,0,0.41667,0.00066848,0.20659,1.56,0.083333,0
320.75,1.3022,-0.01655,0,0.41667,0.00065074,0.20162,1.58,0.083333,0
320.73,1.3055,-0.016254,0,0.41667,0.00063666,0.19668,1.6,0.083333,0
320.71,1.3087,-0.015963,0,0.41667,0.00062642,0.19176,1.62,0.083333,0
320.68,1.3118,-0.015677,0,0.41667,0.00062011,0.18688,1.64,0.083333,0
320.66,1.3149,-0.015397,0,0.41667,0.00061776,0.18202,1.66,0.083333,0
320.64,1.3179,-0.015121,0,0.41667,0.00061932,0.17718,1.68,0.083333,0
320.62,1.3208,-0.014849,0,0.41667,0.00062463,0.17238,1.7,0.083333,0
320.6,1.3237,-0.01458,0,0.41667,0.00063349,0.16759,1.72,0.083333,0
320.58,1.3265,-0.014316,0,0.41667,0.00064563,0.16284,1.74,0.083333,0
320.56,1.3292,-0.014054,0,0.41667,0.00066075,0.1581,1.76,0.083333,0
320.53,1.3319,-0.013795,0,0.41667,0.00067854,0.15339,1.78,0.083333,0
320.51,1.3345,-0.013538,0,0.41667,0.00069868,0.1487,1.8,0.083333,0
320.49,1.3371,-0.013284,0,0.41667,0.00072085,0.14404,1.82,0.083333,0
320.47,1.3396,-0.013031,0,0.41667,0.00074476,0.1394,1.84,0.083333,0
320.44,1.3421,-0.012781,0,0.41667,0.00077012,0.13477,1.86,0.083333,0
320.42,1.3445,-0.012531,0,0.41667,0.00079669,0.13018,1.88,0.083333,0
320.4,1.3468,-0.012283,0,0.41667,0.00082423,0.1256,1.9,0.083333,0
320.38,1.3491,-0.012036,0,0.41667,0.00085253,0.12105,1.92,0.083333,0
320.35,1.3513,-0.01179,0,0.41667,0.00088141,0.11651,1.94,0.083333,0
320.33,1.3535,-0.011544,0,0.41667,0.0009107,0.112,1.96,0.083333,0
320.31,1.3556,-0.011299,0,0.41667,0.00094027,0.10751,1.98,0.083333,0
320.29,1.3577,-0.011054,0,0.41667,0.00096999,0.10304,2,0.083333,0
320.26,1.3598,-0.01081,0,0.41667,0.00099974,0.098591,2.02,0.083333,0
320.24,1.3617,-0.010565,0,0.41667,0.0010294,0.094162,2.04,0.083333,0
320.22,1.3637,-0.010321,0,0.41667,0.001059,0.089754,2.06,0.083333,0
320.19,1.3656,-0.010076,0,0.41667,0.0010883,0.085366,2.08,0.083333,0
320.17,1.3674,-0.0098303,0,0.41667,0.0011172,0.080998,2.1,0.083333,0
320.15,1.3692,-0.009584,0,0.41667,0.0011458,0.07665,2.12,0.083333,0
320.13,1.3709,-0.0093364,0,0.41667,0.001174,0.072321,2.14,0.083333,0
320.1,1.3726,-0.0090871,0,0.41667,0.0012015,0.068013,2.16,0.083333,0
320.08,1.3743,-0.0088353,0,0.41667,0.0012285,0.063724,2.18,0.083333,0
320.06,1.3758,-0.0085803,0,0.41667,0.0012547,0.059456,2.2,0.083333,0
320.04,1.3774,-0.008321,0,0.41667,0.0012802,0.055209,2.22,0.083333,0
320.01,1.3789,-0.0080561,0,0.41667,0.0013048,0.050983,2.24,0.083333,0
319.99,1.3803,-0.007784,0,0.41667,0.0013284,0.046781,2.26,0.083333,0
319.97,1.3817,-0.0075031,0,0.41667,0.0013509,0.042605,2.28,0.083333,0
319.95,1.3831,-0.0072112,0,0.41667,0.0013723,0.038457,2.3,0.083333,0
319.93,1.3844,-0.0069063,0,0.41667,0.0013926,0.034342,2.32,0.083333,0
319.91,1.3856,-0.0065862,0,0.41667,0.0014116,0.030265,2.34,0.083333,0
319.89,1.3868,-0.0062482,0,0.41667,0.0014293,0.026231,2.36,0.083333,0
319.86,1.3879,-0.0058902,0,0.41667,0.0014456,0.022249,2.38,0.083333,0
319.84,1.3889,-0.0055072,0,0.41667,0.0014607,0.018323,2.4,0.083333,0
319.82,1.3899,-0.0050953,0,0.41667,0.0014731,0.014474,2.42,0.083333,0
319.81,1.3907,-0.0046277,0,0.41667,0.0014829,0.010687,2.44,0.083333,0
319.79,1.3914,-0.0040772,0,0.41667,0.0014775,0.0070379,2.46,0.083333,0
319.77,1.392,-0.0032009,0,0.41667,0.0014975,0.003431,2.48,0.083333,0
317.57,1.4008,-0.11947,0,0.059094,0.0082625,0.55813,0.02,0.1,0
317.5,1.2925,-0.11776,0,0.070721,0.011775,0.58621,0.04,0.1,0
317.43,1.1968,-0.10656,0,0.084271,0.014978,0.58852,0.06,0.1,0
317.39,1.1156,-0.094178,0,0.099412,0.017261,0.58519,0.08,0.1,0
317.37,1.0492,-0.085366,0,0.1161,0.01677,0.57191,0.1,0.1,0
317.36,0.99389,-0.078649,0,0.13371,0.014158,0.56866,0.12,0.1,0
317.36,0.94822,-0.072558,0,0.15191,0.011583,0.57632,0.14,0.1,0
317.38,0.91237,-0.067332,0,0.17052,0.0092647,0.58657,0.16,0.1,0
317.41,0.88555,-0.063405,0,0.18941,0.0072831,0.59498,0.18,0.1,0
317.45,0.86647,-0.060687,0,0.20851,0.0056851,0.60087,0.2,0.1,0
317.51,0.85389,-0.058945,0,0.22776,0.0044653,0.60396,0.22,0.1,0
317.57,0.84667,-0.057895,0,0.24713,0.0036078,0.60457,0.24,0.1,0
317.65,0.84377,-0.05731,0,0.2666,0.0030798,0.60318,0.26,0.1,0
317.74,0.84436,-0.057098,0,0.28614,0.0028245,0.60041,0.28,0.1,0
317.85,0.84774,-0.05725,0,0.30573,0.0027642,0.59682,0.3,0.1,0
317.96,0.85339,-0.057714,0,0.32538,0.0028209,0.59265,0.32,0.1,0
318.08,0.86084,-0.058383,0,0.34507,0.0029338,0.58799,0.34,0.1,0
318.2,0.86969,-0.059142,0,0.36479,0.0030635,0.58291,0.36,0.1,0
318.33,0.87962,-0.059893,0,0.38354,0.0031887,0.57745,0.38,0.1,0
318.47,0.89035,-0.060563,0,0.39621,0.0032989,0.57166,0.4,0.1,0
318.61,0.90166,-0.061101,0,0.4,0.0033899,0.56559,0.42,0.1,0
318.75,0.91337,-0.061475,0,0.4,0.0034607,0.55926,0.44,0.1,0
318.88,0.92533,-0.06167,0,0.4,0.0035118,0.55273,0.46,0.1,0
319.02,0.9374,-0.061681,0,0.4,0.0035446,0.54601,0.48,0.1,0
319.15,0.94951,-0.061513,0,0.4,0.0035607,0.53913,0.5,0.1,0
319.28,0.96156,-0.061175,0,0.4,0.0035619,0.53212,0.52,0.1,0
319.4,0.9735,-0.060681,0,0.4,0.00355,0.52501,0.54,0.1,0
319.52,0.98527,-0.060046,0,0.4,0.0035265,0.5178,0.56,0.1,0
319.63,0.99685,-0.059288,0,0.4,0.0034929,0.51053,0.58,0.1,0
319.74,1.0082,-0.058423,0,0.4,0.0034508,0.5032,0.6,0.1,0
319.84,1.0193,-0.057468,0,0.4,0.0034012,0.49585,0.62,0.1,0
319.93,1.0301,-0.056438,0,0.4,0.0033454,0.48847,0.64,0.1,0
320.01,1.0406,-0.055348,0,0.4,0.0032844,0.48109,0.66,0.1,0
320.09,1.0509,-0.054211,0,0.4,0.003219,0.47372,0.68,0.1,0
320.16,1.0609,-0.05304,0,0.4,0.00315,0.46637,0.7,0.1,0
320.22,1.0705,-0.051844,0,0.4,0.0030782,0.45904,0.72,0.1,0
320.28,1.0799,-0.050635,0,0.4,0.0030041,0.45176,0.74,0.1,0
320.33,1.089,-0.049419,0,0.4,0.0029283,0.44452,0.76,0.1,0
320.38,1.0979,-0.048204,0,0.4,0.0028513,0.43733,0.78,0.1,0
320.42,1.1064,-0.046998,0,0.4,0.0027735,0.43019,0.8,0.1,0
320.46,1.1147,-0.045804,0,0.4,0.0026951,0.42312,0.82,0.1,0
320.49,1.1228,-0.044627,0,0.4,0.0026166,0.41611,0.84,0.1,0
320.51,1.1305,-0.043471,0,0.4,0.0025382,0.40917,0.86,0.1,0
320.54,1.1381,-0.04234,0,0.4,0.0024601,0.4023,0.88,0.1,0
320.55,1.1454,-0.041234,0,0.4,0.0023824,0.39551,0.9,0.1,0
320.57,1.1525,-0.040157,0,0.4,0.0023054,0.38878,0.92,0.1,0
320.58,1.1593,-0.039109,0,0.4,0.0022291,0.38213,0.94,0.1,0
320.59,1.166,-0.038092,0,0.4,0.0021537,0.37556,0.96,0.1,0
320.59,1.1724,-0.037106,0,0.4,0.0020793,0.36906,0.98,0.1,0
320.59,1.1787,-0.036151,0,0.4,0.0020059,0.36263,1,0.1,0
320.59,1.1847,-0.035227,0,0.4,0.0019336,0.35627,1.02,0.1,0
320.59,1.1906,-0.034335,0,0.4,0.0018624,0.34999,1.04,0.1,0
320.59,1.1963,-0.033474,0,0.4,0.0017924,0.34377,1.06,0.1,0
320.58,1.2019,-0.032643,0,0.4,0.0017235,0.33762,1.08,0.1,0
320.57,1.2073,-0.031841,0,0.4,0.0016559,0.33155,1.1,0.1,0
320.56,1.2125,-0.031069,0,0.4,0.0015895,0.32553,1.12,0.1,0
320.55,1.2176,-0.030325,0,0.4,0.0015244,0.31958,1.14,0.1,0
320.53,1.2226,-0.029608,0,0.4,0.0014605,0.3137,1.16,0.1,0
320.52,1.2274,-0.028917,0,0.4,0.0013979,0.30787,1.18,0.1,0
320.5,1.2321,-0.028252,0,0.4,0.0013367,0.3021,1.2,0.1,0
320.48,1.2367,-0.027611,0,0.4,0.0012767,0.29639,1.22,0.1,0
320.46,1.2411,-0.026993,0,0.4,0.0012181,0.29073,1.24,0.1,0
320.45,1.2454,-0.026398,0,0.4,0.0011609,0.28513,1.26,0.1,0
320.42,1.2497,-0.025824,0,0.4,0.0011052,0.27958,1.28,0.1,0
320.4,1.2538,-0.025271,0,0.4,0.001051,0.27408,1.3,0.1,0
320.38,1.2578,-0.024737,0,0.4,0.00099844,0.26863,1.32,0.1,0
320.36,1.2617,-0.024222,0,0.4,0.00094764,0.26322,1.34,0.1,0
320.33,1.2655,-0.023724,0,0.4,0.00089876,0.25786,1.36,0.1,0
320.31,1.2692,-0.023242,0,0.4,0.00085201,0.25254,1.38,0.1,0
320.28,1.2729,-0.022776,0,0.4,0.00080764,0.24726,1.4,0.1,0
320.26,1.2764,-0.022325,0,0.4,0.00076597,0.24203,1.42,0.1,0
320.23,1.2799,-0.021887,0,0.4,0.00072737,0.23683,1.44,0.1,0
320.21,1.2832,-0.021463,0,0.4,0.00069231,0.23167,1.46,0.1,0
320.18,1.2865,-0.02105,0,0.4,0.00066129,0.22654,1.48,0.1,0
320.15,1.2897,-0.020648,0,0.4,0.00063484,0.22145,1.5,0.1,0
320.13,1.2929,-0.020257,0,0.4,0.00061347,0.21639,1.52,0.1,0
320.1,1.2959,-0.019876,0,0.4,0.00059762,0.21136,1.54,0.1,0
320.07,1.2989,-0.019504,0,0.4,0.00058759,0.20637,1.56,0.1,0
320.04,1.3018,-0.01914,0,0.4,0.00058348,0.2014,1.58,0.1,0
320.01,1.3046,-0.018783,0,0.4,0.00058523,0.19646,1.6,0.1,0
319.99,1.3074,-0.018434,0,0.4,0.00059259,0.19155,1.62,0.1,0
319.96,1.3101,-0.018092,0,0.4,0.00060516,0.18667,1.64,0.1,0
319.93,1.3127,-0.017755,0,0.4,0.00062245,0.18181,1.66,0.1,0
319.9,1.3153,-0.017425,0,0.4,0.00064393,0.17698,1.68,0.1,0
319.87,1.3178,-0.0171,0,0.4,0.00066903,0.17217,1.7,0.1,0
319.84,1.3202,-0.01678,0,0.4,0.0006972,0.16739,1.72,0.1,0
319.82,1.3226,-0.016464,0,0.4,0.00072794,0.16263,1.74,0.1,0
319.79,1.325,-0.016153,0,0.4,0.00076075,0.1579,1.76,0.1,0
319.76,1.3272,-0.015846,0,0.4,0.00079522,0.15318,1.78,0.1,0
319.73,1.3294,-0.015542,0,0.4,0.00083097,0.1485,1.8,0.1,0
319.7,1.3316,-0.015242,0,0.4,0.00086768,0.14383,1.82,0.1,0
319.67,1.3337,-0.014944,0,0.4,0.00090508,0.13919,1.84,0.1,0
319.64,1.3358,-0.014649,0,0.4,0.00094292,0.13457,1.86,0.1,0
319.61,1.3378,-0.014356,0,0.4,0.00098102,0.12997,1.88,0.1,0
319.59,1.3398,-0.014066,0,0.4,0.0010192,0.1254,1.9,0.1,0
319.56,1.3417,-0.013777,0,0.4,0.0010573,0.12084,1.92,0.1,0
319.53,1.3436,-0.01349,0,0.4,0.0010953,0.11631,1.94,0.1,0
319.5,1.3454,-0.013204,0,0.4,0.001133,0.1118,1.96,0.1,0
319.47,1.3472,-0.012919,0,0.4,0.0011704,0.10731,1.98,0.1,0
319.45,1.3489,-0.012634,0,0.4,0.0012073,0.10284,2,0.1,0
319.42,1.3506,-0.012351,0,0.4,0.0012438,0.098397,2.02,0.1,0
319.39,1.3523,-0.012068,0,0.4,0.0012798,0.093971,2.04,0.1,0
319.36,1.3539,-0.011785,0,0.4,0.0013151,0.089565,2.06,0.1,0
319.34,1.3555,-0.011502,0,0.4,0.0013499,0.085179,2.08,0.1,0
319.31,1.357,-0.011219,0,0.4,0.001384,0.080813,2.1,0.1,0
319.28,1.3585,-0.010935,0,0.4,0.0014173,0.076467,2.12,0.1,0
319.26,1.3599,-0.010651,0,0.4,0.0014499,0.072141,2.14,0.1,0
319.23,1.3613,-0.010364,0,0.4,0.0014816,0.067833,2.16,0.1,0
319.21,1.3627,-0.010076,0,0.4,0.0015125,0.063545,2.18,0.1,0
319.18,1.364,-0.0097837,0,0.4,0.0015424,0.059276,2.2,0.1,0
319.15,1.3653,-0.0094872,0,0.4,0.0015712,0.055027,2.22,0.1,0
319.13,1.3666,-0.0091846,0,0.4,0.0015989,0.050798,2.24,0.1,0
319.11,1.3678,-0.008874,0,0.4,0.0016254,0.04659,2.26,0.1,0
319.08,1.3689,-0.0085533,0,0.4,0.0016506,0.042406,2.28,0.1,0
319.06,1.3701,-0.0082201,0,0.4,0.0016744,0.038247,2.3,0.1,0
319.03,1.3711,-0.0078715,0,0.4,0.0016967,0.034118,2.32,0.1,0
319.01,1.3722,-0.0075048,0,0.4,0.0017175,0.030024,2.34,0.1,0
318.99,1.3731,-0.0071166,0,0.4,0.0017369,0.025969,2.36,0.1,0
318.96,1.3741,-0.0067038,0,0.4,0.0017545,0.021965,2.38,0.1,0
318.94,1.3749,-0.00626,0,0.4,0.0017704,0.018011,2.4,0.1,0
318.92,1.3757,-0.0057782,0,0.4,0.0017831,0.014141,2.42,0.1,0
318.9,1.3764,-0.0052229,0,0.4,0.0017919,0.010311,2.44,0.1,0
318.88,1.377,-0.0045476,0,0.4,0.0017804,0.0066846,2.46,0.1,0
318.86,1.3773,-0.0034268,0,0.4,0.0018013,0.0029396,2.48,0.1,0
313.71,1.4962,-0.030261,0,0.073755,0.010861,0.62852,0.02,0.11667,0
314.02,1.3851,-0.029439,0,0.083865,0.014017,0.6317,0.04,0.11667,0
314.31,1.2826,-0.027272,0,0.096307,0.016471,0.61477,0.06,0.11667,0
314.59,1.1926,-0.026363,0,0.11004,0.016889,0.59183,0.08,0.11667,0
314.85,1.1153,-0.027628,0,0.12532,0.015199,0.56949,0.1,0.11667,0
315.1,1.0491,-0.030126,0,0.14178,0.012781,0.56597,0.12,0.11667,0
315.34,0.99438,-0.0333,0,0.15906,0.010365,0.57417,0.14,0.11667,0
315.56,0.95134,-0.036932,0,0.17692,0.0080967,0.58481,0.16,0.11667,0
315.78,0.91886,-0.040859,0,0.19519,0.0061196,0.5941,0.18,0.11667,0
316,0.89549,-0.044841,0,0.21377,0.004484,0.60077,0.2,0.11667,0
316.22,0.87973,-0.048666,0,0.23259,0.0032042,0.60451,0.22,0.11667,0
316.44,0.8702,-0.052164,0,0.25159,0.0023083,0.60559,0.24,0.11667,0
316.66,0.86577,-0.055258,0,0.27073,0.0018775,0.60447,0.26,0.11667,0
316.88,0.8655,-0.058016,0,0.28999,0.0018959,0.60174,0.28,0.11667,0
317.11,0.86856,-0.06056,0,0.30935,0.0021568,0.59803,0.3,0.11667,0
317.35,0.87425,-0.062923,0,0.32878,0.0024736,0.59366,0.32,0.11667,0
317.58,0.88196,-0.065069,0,0.34828,0.0027743,0.58875,0.34,0.11667,0
317.81,0.8912,-0.066954,0,0.36676,0.0030349,0.58339,0.36,0.11667,0
318.04,0.90156,-0.068543,0,0.37941,0.0032501,0.57765,0.38,0.11667,0
318.27,0.91273,-0.069816,0,0.38333,0.0034215,0.5716,0.4,0.11667,0
318.49,0.92443,-0.070767,0,0.38333,0.0035533,0.56529,0.42,0.11667,0
318.69,0.93647,-0.071403,0,0.38333,0.0036502,0.55875,0.44,0.11667,0
318.89,0.94868,-0.071738,0,0.38333,0.0037169,0.55202,0.46,0.11667,0
319.08,0.96094,-0.071793,0,0.38333,0.0037576,0.54514,0.48,0.11667,0
319.25,0.97314,-0.071591,0,0.38333,0.0037761,0.53811,0.5,0.11667,0
319.41,0.98522,-0.071161,0,0.38333,0.0037755,0.53098,0.52,0.11667,0
319.56,0.9971,-0.070527,0,0.38333,0.0037589,0.52376,0.54,0.11667,0
