"T","U:0","U:1","U:2","d","nuT","p","Points:0","Points:1","Points:2"
293.5,1.2291,-0.13303,0,0.32114,0.0021224,9.0633,-1.32,-0.16667,0
293.5,1.2186,-0.14762,0,0.303,0.0022741,9.0758,-1.3,-0.16667,0
293.5,1.2067,-0.16325,0,0.28321,0.0024955,9.0896,-1.28,-0.16667,0
293.5,1.1934,-0.17988,0,0.26345,0.0027733,9.1048,-1.26,-0.16667,0
293.5,1.1785,-0.19735,0,0.24373,0.0030902,9.1215,-1.24,-0.16667,0
293.5,1.1619,-0.21538,0,0.22407,0.0034265,9.1395,-1.22,-0.16667,0
293.5,1.1435,-0.23346,0,0.20447,0.0037622,9.1591,-1.2,-0.16667,0
293.5,1.1235,-0.25078,0,0.18495,0.004088,9.1802,-1.18,-0.16667,0
293.5,1.1019,-0.26594,0,0.16555,0.004422,9.2026,-1.16,-0.16667,0
293.5,1.0794,-0.27654,0,0.14632,0.0049338,9.2257,-1.14,-0.16667,0
293.5,1.0572,-0.27861,0,0.12731,0.006105,9.245,-1.12,-0.16667,0
293.5,1.0383,-0.26629,0,0.10868,0.0080098,9.2595,-1.1,-0.16667,0
293.5,1.0276,-0.23355,0,0.090621,0.0093125,9.269,-1.08,-0.16667,0
293.51,1.0352,-0.17497,0,0.073589,0.0093419,9.2802,-1.06,-0.16667,0
293.58,1.069,-0.088823,0,0.058352,0.0086367,9.254,-1.04,-0.16667,0
294.1,1.1581,0.019676,0,0.04521,0.0067105,9.2047,-1.02,-0.16667,0
293.5,1.365,0.0026061,0,0.35,0.0036267,9.1124,-2.48,-0.15,0
293.5,1.3655,0.0021759,0,0.35,0.003473,9.1064,-2.46,-0.15,0
293.5,1.3655,0.0016708,0,0.35,0.0034703,9.1022,-2.44,-0.15,0
293.5,1.3654,0.0010571,0,0.35,0.0034729,9.0979,-2.42,-0.15,0
293.5,1.3651,0.00038199,0,0.35,0.0034841,9.094,-2.4,-0.15,0
293.5,1.3645,-0.00032425,0,0.35,0.0035018,9.0904,-2.38,-0.15,0
293.5,1.3638,-0.0010332,0,0.35,0.0035245,9.087,-2.36,-0.15,0
293.5,1.363,-0.0017228,0,0.35,0.0035508,9.0838,-2.34,-0.15,0
293.5,1.362,-0.0023766,0,0.35,0.0035793,9.0808,-2.32,-0.15,0
293.5,1.361,-0.0029831,0,0.35,0.0036087,9.0779,-2.3,-0.15,0
293.5,1.3598,-0.0035349,0,0.35,0.0036381,9.0752,-2.28,-0.15,0
293.5,1.3586,-0.0040277,0,0.35,0.0036665,9.0726,-2.26,-0.15,0
293.5,1.3573,-0.0044606,0,0.35,0.0036934,9.07,-2.24,-0.15,0
293.5,1.356,-0.0048345,0,0.35,0.0037182,9.0676,-2.22,-0.15,0
293.5,1.3547,-0.0051525,0,0.35,0.0037405,9.0652,-2.2,-0.15,0
293.5,1.3534,-0.005419,0,0.35,0.0037602,9.0628,-2.18,-0.15,0
293.5,1.3521,-0.0056391,0,0.35,0.0037772,9.0605,-2.16,-0.15,0
293.5,1.3509,-0.0058191,0,0.35,0.0037914,9.0581,-2.14,-0.15,0
293.5,1.3496,-0.0059653,0,0.35,0.0038028,9.0558,-2.12,-0.15,0
293.5,1.3484,-0.0060844,0,0.35,0.0038116,9.0535,-2.1,-0.15,0
293.5,1.3472,-0.0061833,0,0.35,0.0038179,9.0512,-2.08,-0.15,0
293.5,1.3461,-0.0062688,0,0.35,0.0038217,9.0488,-2.06,-0.15,0
293.5,1.345,-0.0063479,0,0.35,0.0038231,9.0465,-2.04,-0.15,0
293.5,1.3439,-0.0064272,0,0.35,0.0038224,9.0442,-2.02,-0.15,0
293.5,1.3428,-0.0065137,0,0.35,0.0038195,9.0418,-2,-0.15,0
293.5,1.3418,-0.0066143,0,0.35,0.0038146,9.0395,-1.98,-0.15,0
293.5,1.3409,-0.006736,0,0.35,0.0038078,9.0371,-1.96,-0.15,0
293.5,1.3399,-0.006886,0,0.35,0.0037989,9.0348,-1.94,-0.15,0
293.5,1.339,-0.0070719,0,0.35,0.0037881,9.0325,-1.92,-0.15,0
293.5,1.3381,-0.0073017,0,0.35,0.0037754,9.0302,-1.9,-0.15,0
293.5,1.3372,-0.0075838,0,0.35,0.0037605,9.0279,-1.88,-0.15,0
293.5,1.3363,-0.0079275,0,0.35,0.0037435,9.0256,-1.86,-0.15,0
293.5,1.3354,-0.0083428,0,0.35,0.0037242,9.0234,-1.84,-0.15,0
293.5,1.3345,-0.008841,0,0.35,0.0037024,9.0213,-1.82,-0.15,0
293.5,1.3336,-0.0094342,0,0.35,0.0036779,9.0192,-1.8,-0.15,0
293.5,1.3326,-0.010136,0,0.35,0.0036504,9.0172,-1.78,-0.15,0
293.5,1.3316,-0.010963,0,0.35,0.0036196,9.0153,-1.76,-0.15,0
293.5,1.3306,-0.01193,0,0.35,0.0035852,9.0135,-1.74,-0.15,0
293.5,1.3295,-0.013058,0,0.35,0.0035467,9.0119,-1.72,-0.15,0
293.5,1.3283,-0.014369,0,0.35,0.0035037,9.0104,-1.7,-0.15,0
293.5,1.3271,-0.015886,0,0.35,0.0034556,9.0091,-1.68,-0.15,0
293.5,1.3257,-0.017636,0,0.35,0.0034021,9.0081,-1.66,-0.15,0
293.5,1.3242,-0.01965,0,0.35,0.0033425,9.0073,-1.64,-0.15,0
293.5,1.3225,-0.021962,0,0.35,0.0032762,9.0068,-1.62,-0.15,0
293.5,1.3207,-0.024608,0,0.35,0.0032027,9.0066,-1.6,-0.15,0
293.5,1.3187,-0.027629,0,0.35,0.0031216,9.0068,-1.58,-0.15,0
293.5,1.3164,-0.03107,0,0.35,0.0030325,9.0075,-1.56,-0.15,0
293.5,1.3138,-0.034981,0,0.35,0.0029353,9.0087,-1.54,-0.15,0
293.5,1.3109,-0.039412,0,0.35,0.0028303,9.0104,-1.52,-0.15,0
293.5,1.3076,-0.044418,0,0.35,0.0027183,9.0128,-1.5,-0.15,0
293.5,1.3038,-0.050057,0,0.35,0.0026013,9.0159,-1.48,-0.15,0
293.5,1.2995,-0.056387,0,0.35,0.0024827,9.0199,-1.46,-0.15,0
293.5,1.2947,-0.063464,0,0.35,0.0023678,9.0247,-1.44,-0.15,0
293.5,1.2891,-0.071342,0,0.35,0.0022649,9.0306,-1.42,-0.15,0
293.5,1.2828,-0.080068,0,0.35,0.002185,9.0376,-1.4,-0.15,0
293.5,1.2755,-0.089685,0,0.35,0.0021413,9.0458,-1.38,-0.15,0
293.5,1.2672,-0.10023,0,0.34949,0.0021467,9.0554,-1.36,-0.15,0
293.5,1.2578,-0.11173,0,0.3421,0.0022108,9.0663,-1.34,-0.15,0
293.5,1.2472,-0.12421,0,0.32538,0.0023363,9.0786,-1.32,-0.15,0
293.5,1.2353,-0.1377,0,0.30573,0.0025186,9.0923,-1.3,-0.15,0
293.5,1.222,-0.15218,0,0.28614,0.002747,9.1074,-1.28,-0.15,0
293.5,1.2074,-0.16762,0,0.2666,0.003005,9.1237,-1.26,-0.15,0
293.5,1.1913,-0.1839,0,0.24713,0.0032698,9.1412,-1.24,-0.15,0
293.5,1.1741,-0.20078,0,0.22776,0.0035103,9.1597,-1.22,-0.15,0
293.5,1.1557,-0.21785,0,0.20851,0.0036852,9.179,-1.2,-0.15,0
293.5,1.1367,-0.23445,0,0.18941,0.0037439,9.1987,-1.18,-0.15,0
293.5,1.1178,-0.24952,0,0.17052,0.0036287,9.218,-1.16,-0.15,0
293.5,1.1002,-0.26131,0,0.15191,0.0033588,9.2358,-1.14,-0.15,0
293.5,1.0863,-0.26686,0,0.13371,0.0034811,9.2483,-1.12,-0.15,0
293.5,1.0806,-0.26206,0,0.1161,0.0052335,9.2518,-1.1,-0.15,0
293.5,1.0893,-0.24318,0,0.099412,0.0079118,9.2406,-1.08,-0.15,0
293.5,1.1219,-0.20682,0,0.084271,0.009687,9.2168,-1.06,-0.15,0
293.52,1.1847,-0.1517,0,0.070721,0.010211,9.1453,-1.04,-0.15,0
293.62,1.2904,-0.080235,0,0.059094,0.0092146,9.0311,-1.02,-0.15,0
293.5,1.3933,0.0022517,0,0.36667,0.0032268,9.1123,-2.48,-0.13333,0
293.5,1.3938,0.0020073,0,0.36667,0.003098,9.1067,-2.46,-0.13333,0
293.5,1.3939,0.0016662,0,0.36667,0.0030927,9.1026,-2.44,-0.13333,0
293.5,1.3938,0.0012103,0,0.36667,0.0030929,9.0984,-2.42,-0.13333,0
293.5,1.3936,0.00068359,0,0.36667,0.003101,9.0946,-2.4,-0.13333,0
293.5,1.3932,0.00011484,0,0.36667,0.0031151,9.091,-2.38,-0.13333,0
293.5,1.3927,-0.0004703,0,0.36667,0.0031342,9.0876,-2.36,-0.13333,0
293.5,1.392,-0.0010509,0,0.36667,0.0031568,9.0844,-2.34,-0.13333,0
293.5,1.3913,-0.0016111,0,0.36667,0.003182,9.0814,-2.32,-0.13333,0
293.5,1.3904,-0.0021392,0,0.36667,0.0032086,9.0785,-2.3,-0.13333,0
293.5,1.3894,-0.0026277,0,0.36667,0.0032357,9.0757,-2.28,-0.13333,0
293.5,1.3884,-0.0030716,0,0.36667,0.0032626,9.073,-2.26,-0.13333,0
293.5,1.3873,-0.0034689,0,0.36667,0.0032885,9.0704,-2.24,-0.13333,0
293.5,1.3862,-0.0038194,0,0.36667,0.0033131,9.0679,-2.22,-0.13333,0
293.5,1.385,-0.0041248,0,0.36667,0.003336,9.0654,-2.2,-0.13333,0
293.5,1.3839,-0.0043879,0,0.36667,0.0033568,9.063,-2.18,-0.13333,0
293.5,1.3827,-0.0046127,0,0.36667,0.0033755,9.0606,-2.16,-0.13333,0
293.5,1.3815,-0.0048036,0,0.36667,0.0033918,9.0583,-2.14,-0.13333,0
293.5,1.3804,-0.0049658,0,0.36667,0.0034058,9.0559,-2.12,-0.13333,0
293.5,1.3792,-0.0051048,0,0.36667,0.0034175,9.0536,-2.1,-0.13333,0
293.5,1.3781,-0.0052262,0,0.36667,0.0034269,9.0512,-2.08,-0.13333,0
293.5,1.377,-0.0053358,0,0.36667,0.003434,9.0489,-2.06,-0.13333,0
293.5,1.3759,-0.0054395,0,0.36667,0.003439,9.0466,-2.04,-0.13333,0
293.5,1.3748,-0.0055432,0,0.36667,0.0034418,9.0442,-2.02,-0.13333,0
293.5,1.3738,-0.005653,0,0.36667,0.0034426,9.0419,-2,-0.13333,0
293.5,1.3728,-0.0057751,0,0.36667,0.0034413,9.0396,-1.98,-0.13333,0
293.5,1.3718,-0.0059158,0,0.36667,0.0034381,9.0373,-1.96,-0.13333,0
293.5,1.3708,-0.0060817,0,0.36667,0.003433,9.0349,-1.94,-0.13333,0
293.5,1.3698,-0.0062798,0,0.36667,0.0034258,9.0327,-1.92,-0.13333,0
293.5,1.3689,-0.0065175,0,0.36667,0.0034167,9.0304,-1.9,-0.13333,0
293.5,1.3679,-0.0068025,0,0.36667,0.0034055,9.0282,-1.88,-0.13333,0
293.5,1.3669,-0.0071435,0,0.36667,0.0033921,9.026,-1.86,-0.13333,0
293.5,1.366,-0.00755,0,0.36667,0.0033764,9.0238,-1.84,-0.13333,0
293.5,1.365,-0.0080322,0,0.36667,0.0033583,9.0218,-1.82,-0.13333,0
293.5,1.3639,-0.0086016,0,0.36667,0.0033375,9.0198,-1.8,-0.13333,0
293.5,1.3628,-0.009271,0,0.36667,0.0033139,9.0179,-1.78,-0.13333,0
293.5,1.3617,-0.010055,0,0.36667,0.0032871,9.0162,-1.76,-0.13333,0
293.5,1.3605,-0.010969,0,0.36667,0.0032568,9.0145,-1.74,-0.13333,0
293.5,1.3593,-0.012031,0,0.36667,0.0032228,9.0131,-1.72,-0.13333,0
293.5,1.3579,-0.013262,0,0.36667,0.0031846,9.0118,-1.7,-0.13333,0
293.5,1.3564,-0.014684,0,0.36667,0.0031418,9.0107,-1.68,-0.13333,0
293.5,1.3548,-0.016321,0,0.36667,0.0030941,9.0099,-1.66,-0.13333,0
293.5,1.353,-0.018202,0,0.36667,0.003041,9.0094,-1.64,-0.13333,0
293.5,1.351,-0.020358,0,0.36667,0.0029822,9.0092,-1.62,-0.13333,0
293.5,1.3488,-0.022823,0,0.36667,0.0029173,9.0094,-1.6,-0.13333,0
293.5,1.3464,-0.025634,0,0.36667,0.0028463,9.01,-1.58,-0.13333,0
293.5,1.3436,-0.028831,0,0.36667,0.0027693,9.0112,-1.56,-0.13333,0
293.5,1.3405,-0.032459,0,0.36667,0.0026865,9.0129,-1.54,-0.13333,0
293.5,1.337,-0.036563,0,0.36667,0.0025992,9.0152,-1.52,-0.13333,0
293.5,1.3331,-0.041193,0,0.36667,0.0025091,9.0182,-1.5,-0.13333,0
293.5,1.3286,-0.046397,0,0.36667,0.0024192,9.022,-1.48,-0.13333,0
293.5,1.3236,-0.052226,0,0.36667,0.0023344,9.0268,-1.46,-0.13333,0
293.5,1.3178,-0.058726,0,0.36667,0.0022611,9.0325,-1.44,-0.13333,0
293.5,1.3113,-0.065945,0,0.36667,0.0022082,9.0393,-1.42,-0.13333,0
293.5,1.3039,-0.073924,0,0.36667,0.0021857,9.0474,-1.4,-0.13333,0
293.5,1.2955,-0.082703,0,0.36667,0.0022038,9.0567,-1.38,-0.13333,0
293.5,1.286,-0.092322,0,0.36235,0.0022703,9.0674,-1.36,-0.13333,0
293.5,1.2753,-0.10282,0,0.34828,0.0023888,9.0795,-1.34,-0.13333,0
293.5,1.2634,-0.11424,0,0.32878,0.0025574,9.093,-1.32,-0.13333,0
293.5,1.25,-0.12662,0,0.30935,0.0027696,9.108,-1.3,-0.13333,0
293.5,1.2354,-0.13998,0,0.28999,0.003014,9.1243,-1.28,-0.13333,0
293.5,1.2193,-0.15433,0,0.27073,0.0032742,9.1418,-1.26,-0.13333,0
293.5,1.202,-0.16961,0,0.25159,0.0035262,9.1604,-1.24,-0.13333,0
293.5,1.1836,-0.18569,0,0.23259,0.0037356,9.1797,-1.22,-0.13333,0
293.5,1.1645,-0.20233,0,0.21377,0.0038517,9.1993,-1.2,-0.13333,0
293.5,1.1453,-0.21911,0,0.19519,0.0038029,9.2184,-1.18,-0.13333,0
293.5,1.127,-0.2354,0,0.17692,0.0034825,9.2358,-1.16,-0.13333,0
293.5,1.1115,-0.25028,0,0.15906,0.002767,9.25,-1.14,-0.13333,0
293.5,1.1016,-0.26222,0,0.14179,0.0020579,9.257,-1.12,-0.13333,0
293.5,1.1028,-0.26886,0,0.12532,0.0033104,9.2536,-1.1,-0.13333,0
293.5,1.1216,-0.26739,0,0.11004,0.0069464,9.2306,-1.08,-0.13333,0
293.51,1.1663,-0.25472,0,0.096307,0.010445,9.1838,-1.06,-0.13333,0
293.53,1.2413,-0.22713,0,0.083865,0.012188,9.0797,-1.04,-0.13333,0
293.61,1.3513,-0.18213,0,0.073755,0.012195,8.9221,-1.02,-0.13333,0
293.5,1.4183,0.0019199,0,0.38333,0.0028263,9.112,-2.48,-0.11667,0
293.5,1.4187,0.0018217,0,0.38333,0.00272,9.1067,-2.46,-0.11667,0
293.5,1.4188,0.0016119,0,0.38333,0.0027131,9.1028,-2.44,-0.11667,0
293.5,1.4189,0.0012848,0,0.38333,0.0027119,9.0988,-2.42,-0.11667,0
293.5,1.4188,0.00088171,0,0.38333,0.0027178,9.0951,-2.4,-0.11667,0
293.5,1.4185,0.00043025,0,0.38333,0.0027294,9.0915,-2.38,-0.11667,0
293.5,1.4181,-4.6072e-05,0,0.38333,0.0027456,9.0881,-2.36,-0.11667,0
293.5,1.4176,-0.00052821,0,0.38333,0.0027653,9.0849,-2.34,-0.11667,0
293.5,1.417,-0.0010009,0,0.38333,0.0027875,9.0819,-2.32,-0.11667,0
293.5,1.4163,-0.0014531,0,0.38333,0.0028113,9.0789,-2.3,-0.11667,0
293.5,1.4156,-0.001877,0,0.38333,0.002836,9.0761,-2.28,-0.11667,0
293.5,1.4147,-0.0022678,0,0.38333,0.0028608,9.0734,-2.26,-0.11667,0
293.5,1.4138,-0.0026228,0,0.38333,0.0028853,9.0708,-2.24,-0.11667,0
293.5,1.4129,-0.0029412,0,0.38333,0.0029089,9.0682,-2.22,-0.11667,0
293.5,1.4119,-0.0032236,0,0.38333,0.0029313,9.0657,-2.2,-0.11667,0
293.5,1.4109,-0.0034721,0,0.38333,0.0029521,9.0632,-2.18,-0.11667,0
293.5,1.4098,-0.0036894,0,0.38333,0.0029713,9.0608,-2.16,-0.11667,0
293.5,1.4088,-0.003879,0,0.38333,0.0029887,9.0584,-2.14,-0.11667,0
293.5,1.4077,-0.0040449,0,0.38333,0.0030041,9.056,-2.12,-0.11667,0
293.5,1.4067,-0.0041914,0,0.38333,0.0030175,9.0537,-2.1,-0.11667,0
293.5,1.4056,-0.0043232,0,0.38333,0.003029,9.0513,-2.08,-0.11667,0
293.5,1.4046,-0.0044452,0,0.38333,0.0030385,9.049,-2.06,-0.11667,0
293.5,1.4036,-0.0045622,0,0.38333,0.003046,9.0466,-2.04,-0.11667,0
293.5,1.4025,-0.0046795,0,0.38333,0.0030516,9.0443,-2.02,-0.11667,0
293.5,1.4015,-0.0048022,0,0.38333,0.0030552,9.042,-2,-0.11667,0
293.5,1.4005,-0.0049357,0,0.38333,0.003057,9.0397,-1.98,-0.11667,0
293.5,1.3995,-0.0050856,0,0.38333,0.0030569,9.0374,-1.96,-0.11667,0
293.5,1.3986,-0.0052579,0,0.38333,0.0030549,9.0351,-1.94,-0.11667,0
293.5,1.3976,-0.0054587,0,0.38333,0.0030511,9.0328,-1.92,-0.11667,0
293.5,1.3966,-0.0056946,0,0.38333,0.0030453,9.0306,-1.9,-0.11667,0
293.5,1.3956,-0.0059729,0,0.38333,0.0030375,9.0284,-1.88,-0.11667,0
293.5,1.3945,-0.0063013,0,0.38333,0.0030276,9.0263,-1.86,-0.11667,0
293.5,1.3935,-0.0066883,0,0.38333,0.0030155,9.0243,-1.84,-0.11667,0
293.5,1.3924,-0.0071435,0,0.38333,0.0030011,9.0223,-1.82,-0.11667,0
293.5,1.3913,-0.0076772,0,0.38333,0.0029842,9.0204,-1.8,-0.11667,0
293.5,1.3901,-0.0083012,0,0.38333,0.0029646,9.0186,-1.78,-0.11667,0
293.5,1.3889,-0.0090284,0,0.38333,0.0029421,9.017,-1.76,-0.11667,0
293.5,1.3875,-0.0098736,0,0.38333,0.0029164,9.0155,-1.74,-0.11667,0
293.5,1.3861,-0.010853,0,0.38333,0.0028874,9.0142,-1.72,-0.11667,0
293.5,1.3845,-0.011985,0,0.38333,0.0028546,9.0131,-1.7,-0.11667,0
293.5,1.3829,-0.01329,0,0.38333,0.0028179,9.0122,-1.68,-0.11667,0
293.5,1.381,-0.01479,0,0.38333,0.002777,9.0117,-1.66,-0.11667,0
293.5,1.3789,-0.016512,0,0.38333,0.0027317,9.0114,-1.64,-0.11667,0
293.5,1.3767,-0.018482,0,0.38333,0.0026818,9.0115,-1.62,-0.11667,0
293.5,1.3741,-0.020732,0,0.38333,0.0026273,9.0121,-1.6,-0.11667,0
293.5,1.3713,-0.023295,0,0.38333,0.0025685,9.0131,-1.58,-0.11667,0
293.5,1.3681,-0.026206,0,0.38333,0.002506,9.0146,-1.56,-0.11667,0
293.5,1.3646,-0.029505,0,0.38333,0.0024409,9.0168,-1.54,-0.11667,0
293.5,1.3606,-0.033231,0,0.38333,0.0023749,9.0196,-1.52,-0.11667,0
293.5,1.3561,-0.037426,0,0.38333,0.0023109,9.0233,-1.5,-0.11667,0
293.5,1.3509,-0.042133,0,0.38333,0.002253,9.0278,-1.48,-0.11667,0
293.5,1.3451,-0.047393,0,0.38333,0.0022068,9.0332,-1.46,-0.11667,0
293.5,1.3386,-0.053247,0,0.38333,0.0021793,9.0398,-1.44,-0.11667,0
293.5,1.3312,-0.059735,0,0.38333,0.0021787,9.0475,-1.42,-0.11667,0
293.5,1.3228,-0.066895,0,0.38333,0.0022129,9.0565,-1.4,-0.11667,0
293.5,1.3133,-0.074769,0,0.37941,0.0022886,9.0668,-1.38,-0.11667,0
293.5,1.3027,-0.0834,0,0.36676,0.0024096,9.0786,-1.36,-0.11667,0
293.5,1.2908,-0.092839,0,0.34828,0.0025763,9.0918,-1.34,-0.11667,0
293.5,1.2775,-0.10314,0,0.32878,0.0027856,9.1065,-1.32,-0.11667,0
293.5,1.2628,-0.11436,0,0.30935,0.0030315,9.1227,-1.3,-0.11667,0
293.5,1.2467,-0.12657,0,0.28999,0.0033047,9.1403,-1.28,-0.11667,0
293.5,1.2291,-0.13982,0,0.27073,0.0035917,9.1592,-1.26,-0.11667,0
293.5,1.2102,-0.15413,0,0.25159,0.0038731,9.1791,-1.24,-0.11667,0
293.5,1.1901,-0.1695,0,0.23259,0.0041202,9.1997,-1.22,-0.11667,0
293.5,1.1693,-0.18589,0,0.21377,0.0042913,9.2205,-1.2,-0.11667,0
293.5,1.1484,-0.20319,0,0.19519,0.0043291,9.2405,-1.18,-0.11667,0
293.5,1.1286,-0.22126,0,0.17692,0.0041571,9.2582,-1.16,-0.11667,0
293.5,1.1117,-0.24002,0,0.15906,0.0037184,9.2713,-1.14,-0.11667,0
293.5,1.1007,-0.25943,0,0.14178,0.0032942,9.2749,-1.12,-0.11667,0
293.5,1.1009,-0.27888,0,0.12532,0.0043156,9.2655,-1.1,-0.11667,0
293.5,1.1188,-0.29596,0,0.11004,0.0073158,9.2348,-1.08,-0.11667,0
293.52,1.1636,-0.30706,0,0.096307,0.010336,9.1793,-1.06,-0.11667,0
293.59,1.24,-0.30493,0,0.083865,0.011847,9.0605,-1.04,-0.11667,0
293.84,1.3528,-0.28032,0,0.073755,0.011758,8.8799,-1.02,-0.11667,0
293.5,1.4399,0.0016111,0,0.4,0.0024252,9.1116,-2.48,-0.1,0
293.5,1.4403,0.0016223,0,0.4,0.0023393,9.1066,-2.46,-0.1,0
293.5,1.4405,0.0015136,0,0.4,0.0023318,9.1029,-2.44,-0.1,0
293.5,1.4406,0.0012888,0,0.4,0.00233,9.099,-2.42,-0.1,0
293.5,1.4406,0.00098664,0,0.4,0.0023347,9.0954,-2.4,-0.1,0
293.5,1.4404,0.00063355,0,0.4,0.0023446,9.0919,-2.38,-0.1,0
293.5,1.4402,0.00025148,0,0.4,0.0023586,9.0885,-2.36,-0.1,0
293.5,1.4399,-0.00014253,0,0.4,0.0023758,9.0853,-2.34,-0.1,0
293.5,1.4394,-0.00053467,0,0.4,0.0023954,9.0823,-2.32,-0.1,0
293.5,1.4389,-0.00091449,0,0.4,0.0024167,9.0793,-2.3,-0.1,0
293.5,1.4383,-0.0012747,0,0.4,0.0024389,9.0765,-2.28,-0.1,0
293.5,1.4376,-0.0016105,0,0.4,0.0024614,9.0737,-2.26,-0.1,0
293.5,1.4369,-0.0019192,0,0.4,0.0024839,9.0711,-2.24,-0.1,0
293.5,1.4361,-0.0021996,0,0.4,0.0025058,9.0685,-2.22,-0.1,0
293.5,1.4353,-0.0024518,0,0.4,0.002527,9.0659,-2.2,-0.1,0
293.5,1.4344,-0.0026771,0,0.4,0.002547,9.0634,-2.18,-0.1,0
293.5,1.4335,-0.0028776,0,0.4,0.0025658,9.061,-2.16,-0.1,0
293.5,1.4326,-0.0030558,0,0.4,0.0025831,9.0585,-2.14,-0.1,0
293.5,1.4316,-0.003215,0,0.4,0.0025989,9.0561,-2.12,-0.1,0
293.5,1.4307,-0.0033586,0,0.4,0.0026131,9.0538,-2.1,-0.1,0
293.5,1.4298,-0.0034903,0,0.4,0.0026256,9.0514,-2.08,-0.1,0
293.5,1.4288,-0.0036142,0,0.4,0.0026365,9.049,-2.06,-0.1,0
293.5,1.4278,-0.0037343,0,0.4,0.0026456,9.0467,-2.04,-0.1,0
293.5,1.4269,-0.0038549,0,0.4,0.002653,9.0444,-2.02,-0.1,0
293.5,1.4259,-0.0039804,0,0.4,0.0026588,9.0421,-2,-0.1,0
293.5,1.425,-0.0041156,0,0.4,0.0026628,9.0398,-1.98,-0.1,0
293.5,1.424,-0.0042651,0,0.4,0.0026652,9.0375,-1.96,-0.1,0
293.5,1.423,-0.0044341,0,0.4,0.0026658,9.0352,-1.94,-0.1,0
293.5,1.422,-0.004628,0,0.4,0.0026647,9.033,-1.92,-0.1,0
293.5,1.421,-0.0048527,0,0.4,0.0026617,9.0308,-1.9,-0.1,0
293.5,1.42,-0.0051144,0,0.4,0.002657,9.0287,-1.88,-0.1,0
293.5,1.419,-0.00542,0,0.4,0.0026503,9.0266,-1.86,-0.1,0
293.5,1.4179,-0.0057771,0,0.4,0.0026416,9.0246,-1.84,-0.1,0
293.5,1.4167,-0.006194,0,0.4,0.0026309,9.0227,-1.82,-0.1,0
293.5,1.4155,-0.0066801,0,0.4,0.0026178,9.0209,-1.8,-0.1,0
293.5,1.4143,-0.0072458,0,0.4,0.0026024,9.0193,-1.78,-0.1,0
293.5,1.4129,-0.0079026,0,0.4,0.0025844,9.0177,-1.76,-0.1,0
293.5,1.4115,-0.0086635,0,0.4,0.0025637,9.0164,-1.74,-0.1,0
293.5,1.4099,-0.0095431,0,0.4,0.0025401,9.0152,-1.72,-0.1,0
293.5,1.4082,-0.010558,0,0.4,0.0025134,9.0143,-1.7,-0.1,0
293.5,1.4063,-0.011725,0,0.4,0.0024836,9.0136,-1.68,-0.1,0
293.5,1.4043,-0.013066,0,0.4,0.0024504,9.0133,-1.66,-0.1,0
293.5,1.402,-0.014602,0,0.4,0.0024141,9.0132,-1.64,-0.1,0
293.5,1.3994,-0.016358,0,0.4,0.0023746,9.0136,-1.62,-0.1,0
293.5,1.3966,-0.018361,0,0.4,0.0023323,9.0145,-1.6,-0.1,0
293.5,1.3935,-0.02064,0,0.4,0.0022881,9.0158,-1.58,-0.1,0
293.5,1.3899,-0.023225,0,0.4,0.0022429,9.0178,-1.56,-0.1,0
293.5,1.3859,-0.026151,0,0.4,0.0021987,9.0204,-1.54,-0.1,0
293.5,1.3814,-0.02945,0,0.4,0.002158,9.0237,-1.52,-0.1,0
293.5,1.3764,-0.033158,0,0.4,0.0021244,9.0279,-1.5,-0.1,0
293.5,1.3706,-0.037309,0,0.4,0.0021028,9.033,-1.48,-0.1,0
293.5,1.3642,-0.041939,0,0.4,0.002099,9.0392,-1.46,-0.1,0
293.5,1.3569,-0.047081,0,0.4,0.0021196,9.0464,-1.44,-0.1,0
293.5,1.3486,-0.052772,0,0.4,0.002171,9.055,-1.42,-0.1,0
293.5,1.3393,-0.059049,0,0.39621,0.0022588,9.0648,-1.4,-0.1,0
293.5,1.3289,-0.065952,0,0.38354,0.0023868,9.076,-1.38,-0.1,0
293.5,1.3172,-0.073529,0,0.36479,0.0025564,9.0888,-1.36,-0.1,0
293.5,1.3042,-0.081838,0,0.34507,0.002767,9.103,-1.34,-0.1,0
293.5,1.2897,-0.090944,0,0.32538,0.0030162,9.1189,-1.32,-0.1,0
293.5,1.2736,-0.10093,0,0.30573,0.0033,9.1363,-1.3,-0.1,0
293.5,1.256,-0.11188,0,0.28614,0.0036126,9.1552,-1.28,-0.1,0
293.5,1.2368,-0.1239,0,0.2666,0.0039457,9.1756,-1.26,-0.1,0
293.5,1.216,-0.1371,0,0.24713,0.0042869,9.1971,-1.24,-0.1,0
293.5,1.1938,-0.1516,0,0.22776,0.0046191,9.2196,-1.22,-0.1,0
293.5,1.1705,-0.16755,0,0.20851,0.0049181,9.2423,-1.2,-0.1,0
293.5,1.1466,-0.18514,0,0.18941,0.0051577,9.2645,-1.18,-0.1,0
293.5,1.1232,-0.20474,0,0.17052,0.0053202,9.2843,-1.16,-0.1,0
293.5,1.1019,-0.22704,0,0.15191,0.0054755,9.2993,-1.14,-0.1,0
293.5,1.0851,-0.25307,0,0.13371,0.0059261,9.303,-1.12,-0.1,0
293.5,1.0771,-0.28401,0,0.1161,0.0071534,9.2913,-1.1,-0.1,0
293.5,1.0841,-0.31937,0,0.099412,0.0085876,9.2589,-1.08,-0.1,0
